ID	CRIME_LOCATION	CRIME_LATLONG	DEFENDANT_HOME	DEFENDANT_HOME_LATLONG
t17190408-36	Hungerford Market	"51.50853,-0.12574"	St. James Clerkenwell	"51.52438,-0.11022"
t17190408-38			St. John at Hackney	"51.54909,-0.053236"
t17190408-44			St. Martins in the Fields	"51.50853,-0.12574"
t17190408-5			St. Margaret Pattons	"51.50853,-0.12574"
t17190408-7	St. Pauls Church Yard	"51.50853,-0.12574"	St. Gregory by St. Paul	"51.50853,-0.12574"
t17190408-7	St. Pauls Church Yard	"51.50853,-0.12574"	St. Gregory by St. Paul	"51.50853,-0.12574"
t17190514-1	Cheapside	"51.616683,-0.087295"	St. Mary-le-Bow	"51.52609,-0.01665"
t17190514-1	Cheapside	"51.616683,-0.087295"	St. Mary-le-Bow	"51.52609,-0.01665"
t17190514-14			St. Andrews Holbourn	"51.50853,-0.12574"
t17190514-19	Shadwell Dock	"51.50853,-0.12574"	St. Paul's Shadwell	"51.509403,-0.052039"
t17190514-19	Shadwell Dock	"51.50853,-0.12574"	St. Paul's Shadwell	"51.509403,-0.052039"
t17190514-23			St. Margaret's Westminster	"51.5,-0.11667"
t17190514-25			St. James's Westminster	"51.507908,-0.136573"
t17190514-26			St. Giles's in the Fields	"51.50853,-0.12574"
t17190514-27			St. Martins in the Fields	"51.50853,-0.12574"
t17190514-31	Lamb-Inn near St. Clements Church	"51.431665,-0.958125"	St. Clement's Danes	"51.50853,-0.12574"
t17190514-31	Lamb-Inn near St. Clements Church	"51.431665,-0.958125"	St. Clement's Danes	"51.50853,-0.12574"
t17190514-37			St. Andrews Holbourn	"51.50853,-0.12574"
t17190514-38			St. Leonard Shoreditch	"51.526858,-0.077162"
t17190514-39	St. Giles in the Fields	"51.515306,-0.128446"	St. Giles in the Fields	"51.515306,-0.128446"
t17190514-39	St. Giles in the Fields	"51.515306,-0.128446"	St. Giles in the Fields	"51.515306,-0.128446"
t17190514-4			St. Brides	"51.5138,-0.10576"
t17190514-44			St. John at Hackeny	"51.50853,-0.12574"
t17190514-5	St. Paul's Church	"51.511544,-0.123707"	St. Gregory	"51.50853,-0.12574"
t17190514-5	St. Paul's Church	"51.511544,-0.123707"	St. Gregory	"51.50853,-0.12574"
t17190514-8			St. Botolphs Bishopsgate	"51.51635,-0.08144"
t17190708-1	St. Martins	"51.512961,-0.127523"	St. Anns Aldersgate	"51.50853,-0.12574"
t17190708-1	St. Martins	"51.512961,-0.127523"	St. Anns Aldersgate	"51.50853,-0.12574"
t17190708-10			St.Giles Cripplegate	"51.50853,-0.12574"
t17190708-11			St. Mildred Poultry	"51.50853,-0.12574"
t17190708-13			Christ-Church	"51.506245,-0.105154"
t17190708-15			St. Laurence Pountney	"51.50853,-0.12574"
t17190708-17	Water-lane in White-Fryers	"51.50853,-0.12574"	"Precinct of White-Fryars, in the Ward of Farringdon without"	"51.50853,-0.12574"
t17190708-17	Water-lane in White-Fryers	"51.50853,-0.12574"	"Precinct of White-Fryars, in the Ward of Farringdon without"	"51.50853,-0.12574"
t17190708-18			St. Anns Westminster	"51.5,-0.11667"
t17190708-19			St. Dunstan at Stepney	"51.5175,-0.04292"
t17190708-2	Royal Exchange	"51.518201,-0.169803"	St. Michael's Cornhill	"51.51336,-0.08597"
t17190708-2	Royal Exchange	"51.518201,-0.169803"	St. Michael's Cornhill	"51.51336,-0.08597"
t17190708-21			St.Jame's Westminster	"51.507191,-0.132358"
t17190708-22			St. Mary White Chappel	"51.50853,-0.12574"
t17190708-23			St. Margarets Westminster	"51.5,-0.11667"
t17190708-25			St. Andrews Holbourn	"51.50853,-0.12574"
t17190708-28			St. Margarets Westminster	"51.5,-0.11667"
t17190708-29			St. Botolph without Aldgate	"51.51342,-0.0771"
t17190708-3				
t17190708-33			St. Martins in the Fields	"51.50853,-0.12574"
t17190708-35			St. Sepulchres	"51.50853,-0.12574"
t17190708-36			St. Clements Danes	"51.50853,-0.12574"
t17190708-39	Pitchcot near Ailesbury in Buckinghamshire	"51.507265,-0.127833"	St. Paul's Covent Garden	"51.51424,-0.12471"
t17190708-39	Pitchcot near Ailesbury in Buckinghamshire	"51.507265,-0.127833"	St. Paul's Covent Garden	"51.51424,-0.12471"
t17190708-4			Alhallows the Less	"51.50853,-0.12574"
t17190708-45			St. James's Clerkenwell	"51.52438,-0.11022"
t17190708-5			St. Giles Cripplegate	"51.50853,-0.12574"
t17190708-50			Acton	"51.50814,-0.273261"
t17190708-51			St. Paul's Covent-Garden	"51.51424,-0.12471"
t17190708-52			Stanmore	"51.617421,-0.309511"
t17190708-54			St. James Clerkenwell	"51.50853,-0.12574"
t17190708-54			St. James Clerkenwell	"51.50853,-0.12574"
t17190708-55			St. James Clerkenwell	"51.52438,-0.11022"
t17190708-6			Alhallows the Great	"51.50853,-0.12574"
t17190708-8	Blue Boar Inn	"51.50853,-0.12574"	St. Botolphs Aldgate	"51.51342,-0.0771"
t17190708-8	Blue Boar Inn	"51.50853,-0.12574"	St. Botolphs Aldgate	"51.51342,-0.0771"
t17190903-1	Long Hill	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17190903-1	Long Hill	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17190903-12			St. Laurence Jewry	"51.50853,-0.12574"
t17190903-14	Gullty Hole by Fleet Bridge	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17190903-14	Gullty Hole by Fleet Bridge	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17190903-16			St. Brides	"51.5138,-0.10576"
t17190903-20			Christ-Church	"51.506245,-0.105154"
t17190903-22			St. Bartholomew the Great	"51.51883,-0.09973"
t17190903-26				
t17190903-27			St. Giles in the Fields	"51.515306,-0.128446"
t17190903-3			St. Mary Magdalen in Old-Fish-Street	"51.50853,-0.12574"
t17190903-30			St. Martins in the Fields	"51.50853,-0.12574"
t17190903-31			St. Paul's Shadwell	"51.509403,-0.052039"
t17190903-36			St. Anns Westminster	"51.5,-0.11667"
t17190903-37			Feltham	"51.444223,-0.410659"
t17190903-38			St. Clements Danes	"51.50853,-0.12574"
t17190903-4	Alehouse in Bear Lane	"51.50853,-0.12574"	Alhallows the Less	"51.50853,-0.12574"
t17190903-4	Alehouse in Bear Lane	"51.50853,-0.12574"	Alhallows the Less	"51.50853,-0.12574"
t17190903-44	Royal Oake in Drury Lane	"51.51278,-0.12038"	St. Giles in the Fields	"51.515306,-0.128446"
t17190903-44	Royal Oake in Drury Lane	"51.51278,-0.12038"	St. Giles in the Fields	"51.515306,-0.128446"
t17190903-45			St. Clements Danes	"51.50853,-0.12574"
t17190903-48			St. Giles's Cripplegate	"51.50853,-0.12574"
t17190903-49			St. Leonard Shoreditch	"51.526858,-0.077162"
t17190903-52			St. Sepulchres	"51.50853,-0.12574"
t17190903-53			St. Dunstan at Stepney	"51.5175,-0.04292"
t17190903-7			St. Dunstan in the West	"51.51422,-0.11017"
t17191014-13			St. Margarets Westminster	"51.5,-0.11667"
t17191014-15			"St. Dunstan, at Stepney"	"51.5175,-0.04292"
t17191014-16			St. Dunstan at Stepney	"51.5175,-0.04292"
t17191014-19	Church of Northolt	"51.54855,-0.36778"	Northolt	"51.548236,-0.368758"
t17191014-19	Church of Northolt	"51.54855,-0.36778"	Northolt	"51.548236,-0.368758"
t17191014-2			St. Stephen in Coleman-street	"51.51601,-0.08983"
t17191014-24			St. Anns Westminster	"51.5,-0.11667"
t17191014-25			St. John at Wapping	"51.50506,-0.05682"
t17191014-27			South Mins	"51.50853,-0.12574"
t17191014-29			St. Martin in the Fields	"51.508824,-0.126659"
t17191014-34	7 Dials	"51.513757,-0.127003"	St. Giles in the Fields	"51.515306,-0.128446"
t17191014-34	7 Dials	"51.513757,-0.127003"	St. Giles in the Fields	"51.515306,-0.128446"
t17191014-6	St. Paul's Church	"51.511544,-0.123707"	St. Faiths	"51.456746,-0.08989"
t17191014-6	St. Paul's Church	"51.511544,-0.123707"	St. Faiths	"51.456746,-0.08989"
t17191014-7			St. Giles's Cripplegate	"51.50853,-0.12574"
t17191014-9			St.Botolph Aldgate	"51.51342,-0.0771"
t17191204-1			St. Andrew Undershaft	"51.51378,-0.0813"
t17191204-10			St. Gregory's	"51.444002,-0.191194"
t17191204-11			St. Margaret in Lothbury	"51.50853,-0.12574"
t17191204-12			Christ Church	"51.506245,-0.105154"
t17191204-13	Fleet-street	"51.51348,-0.112117"	St. Brides	"51.5138,-0.10576"
t17191204-13	Fleet-street	"51.51348,-0.112117"	St. Brides	"51.5138,-0.10576"
t17191204-16			St. Giles in the Fields	"51.515306,-0.128446"
t17191204-2	Bull-Inn in White Chappel	"51.50853,-0.12574"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-2	Bull-Inn in White Chappel	"51.50853,-0.12574"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-20	Burlington Gardens	"51.50974,-0.140896"	St. James's Westminster	"51.507908,-0.136573"
t17191204-20	Burlington Gardens	"51.50974,-0.140896"	St. James's Westminster	"51.507908,-0.136573"
t17191204-21			St. Clements Danes	"51.50853,-0.12574"
t17191204-22			Twittenham	"51.50853,-0.12574"
t17191204-23			St. Mary White Chappel	"51.50853,-0.12574"
t17191204-24			Hornsey	"51.587364,-0.120967"
t17191204-27				
t17191204-28	Monmouth Street in Spittle Fields	"51.50853,-0.12574"	St. Dunstan at Stepney	"51.5175,-0.04292"
t17191204-28	Monmouth Street in Spittle Fields	"51.50853,-0.12574"	St. Dunstan at Stepney	"51.5175,-0.04292"
t17191204-3	St. Paul's Church Yard	"51.50853,-0.12574"	St. Faiths	"51.456746,-0.08989"
t17191204-3	St. Paul's Church Yard	"51.50853,-0.12574"	St. Faiths	"51.456746,-0.08989"
t17191204-33			St. Dunstan at Stepney	"51.5175,-0.04292"
t17191204-35			Rolls Liberty	"51.50853,-0.12574"
t17191204-36			St. Mary White Chappel	"51.50853,-0.12574"
t17191204-37			St. Andrews Holbourn	"51.50853,-0.12574"
t17191204-39			St. Giles in the Fields	"51.515306,-0.128446"
t17191204-4			St. Botolph Bishopsgate	"51.51635,-0.08144"
t17191204-41	Rosemary-Lane	"51.468397,-0.269985"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-41	Rosemary-Lane	"51.468397,-0.269985"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-41	Rosemary-Lane	"51.468397,-0.269985"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-41	Rosemary-Lane	"51.468397,-0.269985"	St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-44			St. Botolph without Aldgate	"51.51342,-0.0771"
t17191204-45			St. Martins in the Fields	"51.50853,-0.12574"
t17191204-46			St. Martins in the Fields	"51.50853,-0.12574"
t17200115-1			St. Christophers	"51.490546,-0.085475"
t17200115-10			St. Gils's without Cripplegate	"51.50853,-0.12574"
t17200115-11			St. James's Westminster	"51.507908,-0.136573"
t17200115-13	White-Lead-House in White Chapel	"51.50853,-0.12574"	St. Mary White Chapel	"51.50853,-0.12574"
t17200115-13	White-Lead-House in White Chapel	"51.50853,-0.12574"	St. Mary White Chapel	"51.50853,-0.12574"
t17200115-15			St. Martins in the Fields	"51.50853,-0.12574"
t17200115-17			St. Anns Westminster	"51.5,-0.11667"
t17200115-2			All Hallows Barkin	"51.50853,-0.12574"
t17200115-20	Warwicks Stables	"51.50853,-0.12574"	St. Andrews Holbourn	"51.50853,-0.12574"
t17200115-20	Warwicks Stables	"51.50853,-0.12574"	St. Andrews Holbourn	"51.50853,-0.12574"
t17200115-23			St. Botolph without Aldgate	"51.51342,-0.0771"
t17200115-24			St. Giles in the Fields	"51.515306,-0.128446"
t17200115-25			St. Mary in White Chappel	"51.50853,-0.12574"
t17200115-27			St. Giles without Cripplegate	"51.51874,-0.094"
t17200115-30			St. Giles without Cripplegate	"51.51874,-0.094"
t17200115-33			St. Giles in the Fields	"51.515306,-0.128446"
t17200115-34			St. Paul's Covent Garden	"51.51424,-0.12471"
t17200115-5	Bride-Lane in Fleet-Street	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17200115-5	Bride-Lane in Fleet-Street	"51.50853,-0.12574"	St. Brides	"51.5138,-0.10576"
t17200303-1	Finch-Lane	"51.50853,-0.12574"	St. Michael's Cornhill	"51.51336,-0.08597"
t17200303-1	Finch-Lane	"51.50853,-0.12574"	St. Michael's Cornhill	"51.51336,-0.08597"
t17200303-10			St. Giles without Cripplegate	"51.51874,-0.094"
t17200303-12			St. Sepulcheres	"51.50853,-0.12574"
t17200303-13	Three Tun Taven at Bilinsgate	"51.50853,-0.12574"	St. Botolph's Billinsgate	"51.50853,-0.12574"
t17200303-13	Three Tun Taven at Bilinsgate	"51.50853,-0.12574"	St. Botolph's Billinsgate	"51.50853,-0.12574"
t17200303-14			St. Margarets New Fish-street	"51.50853,-0.12574"
t17200303-17			St. Sepulchres	"51.50853,-0.12574"
t17200303-19			St. Giles's Cripplegate	"51.50853,-0.12574"
t17200303-2	Gutter-Lane	"51.50853,-0.12574"	St. Vedaft alias Foster	"51.50853,-0.12574"
t17200303-2	Gutter-Lane	"51.50853,-0.12574"	St. Vedaft alias Foster	"51.50853,-0.12574"
t17200303-3			St Lawrence Pountney	"51.50853,-0.12574"
t17200303-32			St. James Dukes Place	"51.50853,-0.12574"
t17200303-37			St. Katharine Coleman	"51.50853,-0.12574"
t17200303-38			St. Margarets Westminster	"51.5,-0.11667"
t17200303-39			St. Dunstan at Stepney	"51.5175,-0.04292"
t17200303-4			St. Ann Black Fryers	"51.50853,-0.12574"
t17200303-40			Stoke Newington	"51.557697,-0.077282"
t17200303-45			St. Leonard Shoreditch	"51.526858,-0.077162"
t17200303-47			St. John at Wapping	"51.50506,-0.05682"
t17200303-49	Rag-Fair	"51.50853,-0.12574"	St. Mary White-Chappel	"51.50853,-0.12574"
t17200303-49	Rag-Fair	"51.50853,-0.12574"	St. Mary White-Chappel	"51.50853,-0.12574"
t17200303-5				
t17200303-50	Rummer Tavern in Chancery Lane	"51.5161,-0.11203"	St. Dunstan's in the West	"51.50853,-0.12574"
t17200303-50	Rummer Tavern in Chancery Lane	"51.5161,-0.11203"	St. Dunstan's in the West	"51.50853,-0.12574"
t17200303-54			St. Giles in the Fields	"51.515306,-0.128446"
t17200303-55			St. Clements Danes	"51.50853,-0.12574"
t17200303-56			St. Clements Danes	"51.50853,-0.12574"
t17200303-57			Liberty of Norton Falgate	"51.50853,-0.12574"
t17200303-6	Fleet-street	"51.51348,-0.112117"	St. Dunstan's in the West	"51.50853,-0.12574"
t17200303-6	Fleet-street	"51.51348,-0.112117"	St. Dunstan's in the West	"51.50853,-0.12574"
t17200303-7			St. James Garlickhith	"51.50853,-0.12574"
t17200427-1			St. Leonard Eastcheap	"51.50853,-0.12574"
t17200427-16			St. Dunstan in the East	"51.50968,-0.08262"
t17200427-18			St. Peters Cornhill	"51.51336,-0.08597"
t17200427-2			St. Michael's Cornhill	"51.51336,-0.08597"
t17200427-20			St. Olave's Hart-Street	"51.50853,-0.12574"
t17200427-22			St. Brides	"51.5138,-0.10576"
t17200427-29			Chelsea	"51.487542,-0.16822"
t17200427-3			St Katharine Coleman	"51.50853,-0.12574"
t17200427-30	Stepney Church	"51.50853,-0.12574"	St. Leonard Shoreditch	"51.526858,-0.077162"
t17200427-30	Stepney Church	"51.50853,-0.12574"	St. Leonard Shoreditch	"51.526858,-0.077162"
t17200427-31			St. Martins in the Fields	"51.50853,-0.12574"
t17200427-32			St. Botolph without Aldgate	"51.51342,-0.0771"
t17200427-35			St. Clements Danes	"51.50853,-0.12574"
t17200427-36			St. Mary White Chapel	"51.50853,-0.12574"
t17200427-39			St. Giles in the Fields	"51.515306,-0.128446"
t17200427-4			St. Andrew Undershaft	"51.51378,-0.0813"
t17200427-40				
t17200427-41			St. James Westminster	"51.507191,-0.132358"
t17200427-42			St. Mary White Chapel	"51.50853,-0.12574"
t17200427-44			St. Dunstan at Stepney	"51.5175,-0.04292"
t17200427-5			St. Mary Abchurch	"51.50853,-0.12574"
t17200427-50	Fountain Tavern in the Strand	"51.50853,-0.12574"	St. Clements Danes	"51.50853,-0.12574"
t17200427-50	Fountain Tavern in the Strand	"51.50853,-0.12574"	St. Clements Danes	"51.50853,-0.12574"
t17200427-51			St. Dunstan at Stepney	"51.5175,-0.04292"
t17200427-52			St. Paul's Covent-Garden	"51.51424,-0.12471"
t17200427-56			St. Mary in the Savoy	"51.50853,-0.12574"
t17200427-57			St. Clements Danes	"51.50853,-0.12574"
t17200427-58			St. Mary White Chapel	"51.50853,-0.12574"
t17200427-61	Goodmans-Fields	"51.513717,-0.068538"	St. Mary White-Chapel	"51.50853,-0.12574"
t17200427-61	Goodmans-Fields	"51.513717,-0.068538"	St. Mary White-Chapel	"51.50853,-0.12574"
t17200427-62			St. Ann's Westminster	"51.5,-0.11667"
t17200427-65			St. Katharine Coleman	"51.50853,-0.12574"
t17200427-69			St. James's Westminster	"51.507908,-0.136573"
t17200427-7			St. Sepulchres	"51.50853,-0.12574"
t17200427-70			St. Martins in the Fields	"51.50853,-0.12574"
t17200427-8			St. Botolph without Aldgate	"51.51342,-0.0771"
t17200427-9			St. Botolph without Aldgate	"51.51342,-0.0771"
t17200602-19			St. James Westminster	"51.507191,-0.132358"
t17200602-21			St. Giles's in the Fields	"51.50853,-0.12574"
t17200602-24			St. James Clerkenwell	"51.52438,-0.11022"
t17200602-33			Edminton	"51.50853,-0.12574"
t17200602-36			St. Andrews Holbourn	"51.50853,-0.12574"
t17200602-37	White Lyon Inn Yard at Islington	"51.53622,-0.10304"	St. James at Clerkenwell	"51.52438,-0.11022"
t17200602-37	White Lyon Inn Yard at Islington	"51.53622,-0.10304"	St. James at Clerkenwell	"51.52438,-0.11022"
t17200602-38	Shackelwell	"51.50853,-0.12574"	St. John at Hackney	"51.54909,-0.053236"
t17200602-38	Shackelwell	"51.50853,-0.12574"	St. John at Hackney	"51.54909,-0.053236"
t17200602-40			St. John at Hackney	"51.54909,-0.053236"
t17200602-6			St. Mildred in the Poultry	"51.50853,-0.12574"
t17200602-8			St. Mary Hill	"51.50853,-0.12574"
t17200712-13	Livery Stables in Finsbury	"51.52793,-0.10719"	St. Giles without Cripplegate	"51.51874,-0.094"
t17200712-13	Livery Stables in Finsbury	"51.52793,-0.10719"	St. Giles without Cripplegate	"51.51874,-0.094"
t17200712-17	St. James's Park	"51.50307,-0.133185"	St. James Westminster	"51.507191,-0.132358"
t17200712-17	St. James's Park	"51.50307,-0.133185"	St. James Westminster	"51.507191,-0.132358"
t17200712-18			St. Clements Danes	"51.50853,-0.12574"
t17200712-19	"Rose Tavern, Covent-Garden"	"51.51424,-0.12471"	St. Paul's Covent-Garden	"51.51424,-0.12471"
t17200712-19	"Rose Tavern, Covent-Garden"	"51.51424,-0.12471"	St. Paul's Covent-Garden	"51.51424,-0.12471"
t17200712-2	Lothbury	"51.50853,-0.12574"	St. Margaret in Lothbury	"51.50853,-0.12574"
t17200712-2	Lothbury	"51.50853,-0.12574"	St. Margaret in Lothbury	"51.50853,-0.12574"
t17200712-20			St. Giles in the Fields	"51.515306,-0.128446"
t17200712-25			St. Martins in the Fields	"51.50853,-0.12574"
t17200712-28	Red-Lion-Fields in Hoxton	"51.53544,-0.08841"	St. Leonard Shorditch	"51.50853,-0.12574"
t17200712-28	Red-Lion-Fields in Hoxton	"51.53544,-0.08841"	St. Leonard Shorditch	"51.50853,-0.12574"
t17200712-30			St. James's Westminster	"51.507908,-0.136573"
t17200712-31			St. Martins in the Fields	"51.50853,-0.12574"
t17200712-32			St. Andrews Holbourn	"51.50853,-0.12574"
t17200712-34				
t17200712-35			St. James's Westminster	"51.507908,-0.136573"
t17200712-36	Passage to the Masquerade-House	"51.50853,-0.12574"	St. James's Westminster	"51.507908,-0.136573"
t17200712-36	Passage to the Masquerade-House	"51.50853,-0.12574"	St. James's Westminster	"51.507908,-0.136573"
t17200712-37			St. Giles in the Fields	"51.515306,-0.128446"
t17200712-4			St. Brides	"51.5138,-0.10576"
t17200712-6	Castle and Falcon-Inn	"51.50853,-0.12574"	St. Botolph without Aldersgate	"51.50853,-0.12574"
t17200712-6	Castle and Falcon-Inn	"51.50853,-0.12574"	St. Botolph without Aldersgate	"51.50853,-0.12574"
t17200712-7			St. James in Dukes-place	"51.50853,-0.12574"
t17200907-1	Bow-Lane	"51.602533,-0.17462"	St. Mary Le Bow	"51.52609,-0.01665"
t17200907-1	Bow-Lane	"51.602533,-0.17462"	St. Mary Le Bow	"51.52609,-0.01665"
t17200907-12			St. Brides	"51.5138,-0.10576"
t17200907-13			St.Bennet Gracechruch	"51.50853,-0.12574"
t17200907-13			St.Bennet Gracechruch	"51.50853,-0.12574"
t17200907-15			St. Brides	"51.5138,-0.10576"
t17200907-19			St. Paul at Shadwell	"51.51135,-0.05663"
t17200907-20			St. Dunstan at Stepney	"51.5175,-0.04292"
t17200907-21	New Church in the Strand	"51.50853,-0.12574"	St. Mary in the Savoy	"51.50853,-0.12574"
t17200907-21	New Church in the Strand	"51.50853,-0.12574"	St. Mary in the Savoy	"51.50853,-0.12574"
t17200907-22			St. Clements Danes	"51.50853,-0.12574"
t17200907-25			St. Giles without Cripplegate	"51.51874,-0.094"
t17200907-26			St. Martins in the Fields	"51.50853,-0.12574"
t17200907-29				
t17200907-3			St. Brides	"51.5138,-0.10576"
t17200907-34			St. Botolph without Aldersgate	"51.50853,-0.12574"
t17200907-36			St. Leonard Shoreditch	"51.526858,-0.077162"
t17200907-38			St. Giles Cripplegate	"51.50853,-0.12574"
t17200907-39			St. Martins in the Fields	"51.50853,-0.12574"
t17200907-42	Parish Church of Wanstead in Essex	"51.50853,-0.12574"	St. Mary White Chappel	"51.50853,-0.12574"
t17200907-42	Parish Church of Wanstead in Essex	"51.50853,-0.12574"	St. Mary White Chappel	"51.50853,-0.12574"
t17200907-45	Somerset Gate	"51.50853,-0.12574"	St. Mary in the Savoy	"51.50853,-0.12574"
t17200907-45	Somerset Gate	"51.50853,-0.12574"	St. Mary in the Savoy	"51.50853,-0.12574"
t17200907-46	Covent Garden-Market	"51.511994,-0.122796"	St. Paul's Covent-Garden	"51.51424,-0.12471"
t17200907-46	Covent Garden-Market	"51.511994,-0.122796"	St. Paul's Covent-Garden	"51.51424,-0.12471"
t17200907-48			Fulham	"51.474422,-0.206077"
