"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t18190421-205","t18190421-205-crimeloc1144","No. 3, Hermitage-place, Islington-road","crimeLocation"
"t18190421-206","t18190421-206-crimeloc1151","Bow, Middlesex","crimeLocation"
"t18190421-21","t18190421-21-crimeloc127","Kingsland-road","crimeLocation"
"t18190421-217","t18190421-217-crimeloc1211","Quality-court, Chancery-lane","crimeLocation"
"t18190421-21","t18190421-217-crimeloc1211","Quality-court, Chancery-lane","crimeLocation"
"t18190526-48","t18190526-48-crimeloc258","Richmond-street, St. James's","crimeLocation"
"t18190526-4","t18190526-48-crimeloc258","Richmond-street, St. James's","crimeLocation"
"t18190526-5","t18190526-5-crimeloc29","Shadwell","crimeLocation"
"t18190526-5","t18190526-50-crimeloc267","Bedford-street, Bedford-row","crimeLocation"
"t18190526-50","t18190526-50-crimeloc267","Bedford-street, Bedford-row","crimeLocation"
"t18190526-5","t18190526-52-crimeloc277","Hatton-garden","crimeLocation"
"t18190526-52","t18190526-52-crimeloc277","Hatton-garden","crimeLocation"
"t18190526-5","t18190526-52-crimeloc278","corner of Charles-street","crimeLocation"
"t18190526-52","t18190526-52-crimeloc278","corner of Charles-street","crimeLocation"
"t18190526-5","t18190526-53-crimeloc284","Brompton","crimeLocation"
"t18190526-53","t18190526-53-crimeloc284","Brompton","crimeLocation"
"t18190526-5","t18190526-56-crimeloc301","Great Tower-street","crimeLocation"
"t18190526-56","t18190526-56-crimeloc301","Great Tower-street","crimeLocation"
"t18190526-5","t18190526-58-crimeloc311","Long-lane","crimeLocation"
"t18190526-58","t18190526-58-crimeloc311","Long-lane","crimeLocation"
"t18190707-66","t18190707-66-crimeloc352","archway, coming from181907070023Great Queen-street, Lincoln's Inn-fields","crimeLocation"
"t18190707-70","t18190707-70-crimeloc374","St. Luke's","crimeLocation"
"t18190707-74","t18190707-74-crimeloc398","Adam's-court, Broad-street","crimeLocation"
"t18190707-77","t18190707-77-crimeloc418","Cheapside","crimeLocation"
"t18190707-79","t18190707-79-crimeloc432","Pitt's Head-yard, Park-lane","crimeLocation"
"t18190915-77","t18190915-77-crimeloc404","Cutler-street, Houndsditch","crimeLocation"
"t18190915-80","t18190915-80-crimeloc423","Moorfields","crimeLocation"
"t18190915-81","t18190915-81-crimeloc436","Regent-street, St. James's","crimeLocation"
"t18190915-86","t18190915-86-crimeloc463","New-street, Bishopsgate-street","crimeLocation"
"t18190421-220","t18190421-220-crimeloc1231","Goswell-street-road","crimeLocation"
"t18190421-221","t18190421-221-crimeloc1237","Judd-street, Brunswick-square","crimeLocation"
"t18190421-229","t18190421-229-crimeloc1283","Stoke Newington","crimeLocation"
"t18190421-235","t18190421-235-crimeloc1312","Webb-square, Shoreditch","crimeLocation"
"t18190421-237","t18190421-237-crimeloc1324","Charles-street, Hatton-garden","crimeLocation"
"t18190421-238","t18190421-238-crimeloc1329","Heston","crimeLocation"
"t18190526-6","t18190526-6-crimeloc35","Grosvenor-row, Chelsea","crimeLocation"
"t18190526-6","t18190526-63-crimeloc340","Margaret-street, Spa-fields","crimeLocation"
"t18190526-63","t18190526-63-crimeloc340","Margaret-street, Spa-fields","crimeLocation"
"t18190526-64","t18190526-64-crimeloc345","Little White Lion-street, St. Giles's","crimeLocation"
"t18190526-6","t18190526-64-crimeloc345","Little White Lion-street, St. Giles's","crimeLocation"
"t18190707-87","t18190707-87-crimeloc476","Montague-square","crimeLocation"
"t18190707-90","t18190707-90-crimeloc491","Bethnal-green-road","crimeLocation"
"t18190707-91","t18190707-91-crimeloc500","Baker-street","crimeLocation"
"t18190707-96","t18190707-96-crimeloc521","Gloucester-terrace","crimeLocation"
"t18190915-253","t18190915-253-crimeloc1362","Exeter-street, Sloane-street","crimeLocation"
"t18190915-254","t18190915-254-crimeloc1369","Bluegate-fields, Shadwell","crimeLocation"
"t18190915-255","t18190915-255-crimeloc1374","New River at Islington","crimeLocation"
"t18190915-261","t18190915-261-crimeloc1411","Squire's-mount, Hampstead","crimeLocation"
"t18190915-262","t18190915-262-crimeloc1417","Chapman-street, Commercial-road","crimeLocation"
"t18190915-263","t18190915-263-crimeloc1422","Montague-square","crimeLocation"
"t18190421-239","t18190421-239-crimeloc1336","Essex-court, Park-street, Borough","crimeLocation"
"t18190421-240","t18190421-240-crimeloc1342","Hackney","crimeLocation"
"t18190421-245","t18190421-245-crimeloc1369","Marlborough-street","crimeLocation"
"t18190421-248","t18190421-248-crimeloc1386","High-street, Shadwell","crimeLocation"
"t18190421-255","t18190421-255-crimeloc1424","Three Tun-alley, Whitechapel","crimeLocation"
"t18190526-6","t18190526-65-crimeloc351","Horns-alley, Liquor-pond-street","crimeLocation"
"t18190526-65","t18190526-65-crimeloc351","Horns-alley, Liquor-pond-street","crimeLocation"
"t18190526-68","t18190526-68-crimeloc375","Upper Brook-street, Grosvenor-square","crimeLocation"
"t18190526-6","t18190526-68-crimeloc375","Upper Brook-street, Grosvenor-square","crimeLocation"
"t18190526-69","t18190526-69-crimeloc382","Lord Grosvenor's orchard, Milbank-row","crimeLocation"
"t18190526-6","t18190526-69-crimeloc382","Lord Grosvenor's orchard, Milbank-row","crimeLocation"
"t18190526-72","t18190526-72-crimeloc397","Islington","crimeLocation"
"t18190526-73","t18190526-73-crimeloc402","Wilkinson's-court, Westminster","crimeLocation"
"t18190526-80","t18190526-80-crimeloc442","Tavistock-place","crimeLocation"
"t18190915-114","t18190915-114-crimeloc627","Ludgate-hill","crimeLocation"
"t18190915-12","t18190915-12-crimeloc67","Poultry","crimeLocation"
"t18190915-12","t18190915-123-crimeloc672","Keemer's-terrace, Chelsea","crimeLocation"
"t18190915-123","t18190915-123-crimeloc672","Keemer's-terrace, Chelsea","crimeLocation"
"t18191027-113","t18191027-113-crimeloc616","Glasshouse-yard","crimeLocation"
"t18191201-135","t18191201-135-crimeloc785","Islington","crimeLocation"
"t18191201-137","t18191201-137-crimeloc797","New-street, Covent-garden","crimeLocation"
"t18191201-138","t18191201-138-crimeloc804","No. 4, Wellington-place, Commercial-road","crimeLocation"
"t18200112-75","t18200112-75-crimeloc424","White Horse, public-house, South Audley-street","crimeLocation"
"t18200112-76","t18200112-76-crimeloc429","Pitt's-place, Drury-lane","crimeLocation"
"t18200112-78","t18200112-78-crimeloc441","Finsbury-place","crimeLocation"
"t18200112-85","t18200112-85-crimeloc477","Paddington-street, Marylebone","crimeLocation"
"t18200112-86","t18200112-86-crimeloc483","Hatton-garden","crimeLocation"
"t18210912-153","t18210912-153-crimeloc890","Strand","crimeLocation"
"t18210912-153","t18210912-153-crimeloc891","St. Martin's","crimeLocation"
"t18210912-159","t18210912-159-crimeloc927","Back Church-lane, Whitechapel","crimeLocation"
"t18210912-16","t18210912-16-crimeloc90","Bishopsgate-street","crimeLocation"
"t18210912-16","t18210912-164-crimeloc958","Chelsea","crimeLocation"
"t18210912-164","t18210912-164-crimeloc958","Chelsea","crimeLocation"
"t18210912-165","t18210912-165-crimeloc965","Gloster-place, Camden-town","crimeLocation"
"t18210912-16","t18210912-165-crimeloc965","Gloster-place, Camden-town","crimeLocation"
"t18220220-27","t18220220-27-crimeloc148","Hemming's-row, just by Leicester-square","crimeLocation"
"t18210912-191","t18210912-191-crimeloc1123","St. John's-street","crimeLocation"
"t18210912-192","t18210912-192-crimeloc1129","Camden's Head, public-house, Camden-town","crimeLocation"
"t18210912-193","t18210912-193-crimeloc1135","Whitechapel","crimeLocation"
"t18210912-20","t18210912-20-crimeloc111","Westminster-hall","crimeLocation"
"t18210912-202","t18210912-202-crimeloc1183","Church-street","crimeLocation"
"t18210912-20","t18210912-202-crimeloc1183","Church-street","crimeLocation"
"t18210912-20","t18210912-203-crimeloc1189","Saffron-hill","crimeLocation"
"t18210912-203","t18210912-203-crimeloc1189","Saffron-hill","crimeLocation"
"t18210912-20","t18210912-207-crimeloc1208","Tottenham-court-road","crimeLocation"
"t18210912-207","t18210912-207-crimeloc1208","Tottenham-court-road","crimeLocation"
"t18211205-100","t18211205-100-crimeloc628","Spafields","crimeLocation"
"t18211205-10","t18211205-100-crimeloc628","Spafields","crimeLocation"
"t18211205-103","t18211205-103-crimeloc645","Glasshouse-street","crimeLocation"
"t18211205-10","t18211205-103-crimeloc645","Glasshouse-street","crimeLocation"
"t18211205-105","t18211205-105-crimeloc656","Piccadilly","crimeLocation"
"t18211205-10","t18211205-105-crimeloc656","Piccadilly","crimeLocation"
"t18211205-10","t18211205-106-crimeloc662","Bridge-street","crimeLocation"
"t18211205-106","t18211205-106-crimeloc662","Bridge-street","crimeLocation"
"t18210912-168","t18210912-168-crimeloc983","Wapping","crimeLocation"
"t18210912-16","t18210912-168-crimeloc983","Wapping","crimeLocation"
"t18210912-17","t18210912-17-crimeloc95","Cheapside","crimeLocation"
"t18210912-17","t18210912-170-crimeloc994","Russell-court, Drury-lane","crimeLocation"
"t18210912-170","t18210912-170-crimeloc994","Russell-court, Drury-lane","crimeLocation"
"t18210912-17","t18210912-172-crimeloc1008","Hare and Hounds, public-house, Baltick-street","crimeLocation"
"t18210912-172","t18210912-172-crimeloc1008","Hare and Hounds, public-house, Baltick-street","crimeLocation"
"t18210912-17","t18210912-175-crimeloc1023","Church-street, St. Giles's","crimeLocation"
"t18210912-175","t18210912-175-crimeloc1023","Church-street, St. Giles's","crimeLocation"
"t18210912-17","t18210912-176-crimeloc1029","Phoenix-street","crimeLocation"
"t18210912-176","t18210912-176-crimeloc1029","Phoenix-street","crimeLocation"
"t18220220-34","t18220220-34-crimeloc183","Gower's-walk, Whitechapel","crimeLocation"
"t18220220-36","t18220220-36-crimeloc195","Fleet-street","crimeLocation"
"t18210912-20","t18210912-209-crimeloc1220","Tottenham","crimeLocation"
"t18210912-209","t18210912-209-crimeloc1220","Tottenham","crimeLocation"
"t18210912-213","t18210912-213-crimeloc1239","Well-street, Oxford-street","crimeLocation"
"t18210912-219","t18210912-219-crimeloc1273","Globe-lane, Mile-end","crimeLocation"
"t18210912-221","t18210912-221-crimeloc1282","London-docks","crimeLocation"
"t18210912-222","t18210912-222-crimeloc1289","Chapel-street, Marylebone","crimeLocation"
"t18211205-112","t18211205-112-crimeloc695","Oxford-street","crimeLocation"
"t18211205-114","t18211205-114-crimeloc708","High Holborn","crimeLocation"
"t18211205-117","t18211205-117-crimeloc728","Bow-street","crimeLocation"
"t18211205-119","t18211205-119-crimeloc741","Little Turnstile","crimeLocation"
"t18211205-12","t18211205-12-crimeloc69","Drury-lane Theatre","crimeLocation"
"t18220109-122","t18220109-122-crimeloc647","Clare-market","crimeLocation"
"t18220109-124","t18220109-124-crimeloc662","Mile End-road","crimeLocation"
"t18220109-126","t18220109-126-crimeloc672","Dock-street, East Smithfield","crimeLocation"
"t18220109-127","t18220109-127-crimeloc677","County Fire Office","crimeLocation"
"t18220109-130","t18220109-130-crimeloc691","Onslow-street, Castle-street","crimeLocation"
"t18220220-41","t18220220-41-crimeloc222","Cornhill","crimeLocation"
"t18220220-45","t18220220-45-crimeloc240","No. 1, Great White Lion-street, Seven Dials","crimeLocation"
"t18210912-27","t18210912-27-crimeloc149","Bethnal-green","crimeLocation"
"t18210912-29","t18210912-29-crimeloc160","Savage-gardens","crimeLocation"
"t18210912-3","t18210912-3-crimeloc14","Little Guilford-street","crimeLocation"
"t18210912-3","t18210912-30-crimeloc166","Smithfield","crimeLocation"
"t18210912-30","t18210912-30-crimeloc166","Smithfield","crimeLocation"
"t18210912-3","t18210912-31-crimeloc173","Holborn","crimeLocation"
"t18210912-31","t18210912-31-crimeloc173","Holborn","crimeLocation"
"t18211205-12","t18211205-122-crimeloc761","Duke-street, Portland-place","crimeLocation"
"t18211205-122","t18211205-122-crimeloc761","Duke-street, Portland-place","crimeLocation"
"t18211205-12","t18211205-124-crimeloc777","Gray's Inn-lane","crimeLocation"
"t18211205-124","t18211205-124-crimeloc777","Gray's Inn-lane","crimeLocation"
"t18211205-12","t18211205-125-crimeloc782","Strand","crimeLocation"
"t18211205-125","t18211205-125-crimeloc782","Strand","crimeLocation"
"t18211205-12","t18211205-126-crimeloc789","Compton-street","crimeLocation"
"t18211205-126","t18211205-126-crimeloc789","Compton-street","crimeLocation"
"t18211205-12","t18211205-127-crimeloc797","Goat public-house, in Pall-mall","crimeLocation"
"t18211205-127","t18211205-127-crimeloc797","Goat public-house, in Pall-mall","crimeLocation"
"t18220109-133","t18220109-133-crimeloc710","Oxford-road","crimeLocation"
"t18220109-14","t18220109-14-crimeloc66","Aldgate","crimeLocation"
"t18220109-141","t18220109-141-crimeloc755","Plumbtree-street, St. Giles's","crimeLocation"
"t18220109-14","t18220109-141-crimeloc755","Plumbtree-street, St. Giles's","crimeLocation"
"t18220220-47","t18220220-47-crimeloc256","West Smithfield","crimeLocation"
"t18220220-5","t18220220-52-crimeloc284","Lower Smith-street, Northampton-square","crimeLocation"
"t18220220-52","t18220220-52-crimeloc284","Lower Smith-street, Northampton-square","crimeLocation"
"t18220220-5","t18220220-53-crimeloc291","Rosemary-lane","crimeLocation"
"t18220220-53","t18220220-53-crimeloc291","Rosemary-lane","crimeLocation"
"t18220911-1","t18220911-147-crimeloc775","Pall Mall","crimeLocation"
"t18220911-147","t18220911-147-crimeloc775","Pall Mall","crimeLocation"
"t18220911-151","t18220911-151-crimeloc799","Cross-road, Stepney-green","crimeLocation"
"t18220911-1","t18220911-151-crimeloc799","Cross-road, Stepney-green","crimeLocation"
"t18220911-170","t18220911-170-crimeloc886","the Strand","crimeLocation"
"t18220911-1","t18220911-170-crimeloc886","the Strand","crimeLocation"
"t18221204-17","t18221204-17-crimeloc91","Ball-alley","crimeLocation"
"t18221204-17","t18221204-173-crimeloc896","Chapel-street, Commercial-road","crimeLocation"
"t18221204-173","t18221204-173-crimeloc896","Chapel-street, Commercial-road","crimeLocation"
"t18221204-20","t18221204-20-crimeloc110","Smithfield","crimeLocation"
"t18221204-22","t18221204-22-crimeloc120","Swithen's-lane","crimeLocation"
"t18221204-24","t18221204-24-crimeloc132","Duke-street","crimeLocation"
"t18221204-28","t18221204-28-crimeloc156","Gravel-lane","crimeLocation"
"t18250113-35","t18250113-35-crimeloc173","Glass-house-yard, Aldersgate-street","crimeLocation"
"t18250113-37","t18250113-37-crimeloc183","Oxford-street","crimeLocation"
"t18250113-44","t18250113-44-crimeloc219","Old-street","crimeLocation"
"t18250113-4","t18250113-44-crimeloc219","Old-street","crimeLocation"
"t18250915-265","t18250915-265-crimeloc1423","Brick-lane","crimeLocation"
"t18250915-266","t18250915-266-crimeloc1428","New-road","crimeLocation"
"t18250915-267","t18250915-267-crimeloc1434","Mortimer-street","crimeLocation"
"t18250915-268","t18250915-268-crimeloc1439","St. Martin's-court","crimeLocation"
"t18250915-269","t18250915-269-crimeloc1445","Wardour-street","crimeLocation"
"t18250915-276","t18250915-276-crimeloc1482","Ray-street, Clerkenwell","crimeLocation"
"t18250113-85","t18250113-85-crimeloc443","St. John-street","crimeLocation"
"t18250113-99","t18250113-99-crimeloc513","King's Head, public-house, Pudding-lane","crimeLocation"
"t18250217-10","t18250217-100-crimeloc585","Whitechapel","crimeLocation"
"t18250217-100","t18250217-100-crimeloc585","Whitechapel","crimeLocation"
"t18250407-234","t18250407-234-crimeloc1263","Castle-street, Long acre","crimeLocation"
"t18250407-23","t18250407-234-crimeloc1263","Castle-street, Long acre","crimeLocation"
"t18250407-25","t18250407-25-crimeloc130","Rotten-row, Goswell-street","crimeLocation"
"t18250407-25","t18250407-253-crimeloc1367","Houndsditch","crimeLocation"
"t18250407-253","t18250407-253-crimeloc1367","Houndsditch","crimeLocation"
"t18250407-25","t18250407-253-crimeloc1368","Aldgate Church","crimeLocation"
"t18250407-253","t18250407-253-crimeloc1368","Aldgate Church","crimeLocation"
"t18250113-46","t18250113-46-crimeloc228","Charlton-street, Somers-town","crimeLocation"
"t18250113-4","t18250113-46-crimeloc228","Charlton-street, Somers-town","crimeLocation"
"t18250113-5","t18250113-5-crimeloc20","Finchley","crimeLocation"
"t18250113-52","t18250113-52-crimeloc258","Grub-street","crimeLocation"
"t18250113-5","t18250113-52-crimeloc258","Grub-street","crimeLocation"
"t18250113-5","t18250113-53-crimeloc264","Holborn","crimeLocation"
"t18250113-53","t18250113-53-crimeloc264","Holborn","crimeLocation"
"t18250113-58","t18250113-58-crimeloc292","No. 3, Church-street, St. Giles in the Fields","crimeLocation"
"t18250113-5","t18250113-58-crimeloc292","No. 3, Church-street, St. Giles in the Fields","crimeLocation"
"t18250915-286","t18250915-286-crimeloc1534","Johnson's-court","crimeLocation"
"t18250915-297","t18250915-297-crimeloc1609","Oxford-street","crimeLocation"
"t18250915-299","t18250915-299-crimeloc1621","Tabernacle-walk, Tabernacle-square","crimeLocation"
"t18250915-30","t18250915-30-crimeloc159","Oxford-street","crimeLocation"
"t18250915-30","t18250915-300-crimeloc1628","King's-place, Commercial-road","crimeLocation"
